"sound","word","token","speaker","pulses","points","pointsNorm","tokenNorm","pointsOrig","tokenWord","intensity","tokenSoundNorm","soundSurround","gender"
"lˀ","rolˀal","3","F 1971",0.00360000000000049,0.1234,0.985623003194893,"word",0.121599999999999,"rolˀal_3",69.2481,"lˀ | word","olˀa","F"
"lˀ","rolˀal","3","F 1971",0.00360000000000049,0.1252,1,"word",0.1252,"rolˀal_3",69.2481,"lˀ | word","olˀa","F"
"lˀ","rolˀal","cf","F 1971",0.00520000000000032,0,0,"cf",0,"rolˀal_cf",68.186,"lˀ | cf","olˀa","F"
"lˀ","rolˀal","cf","F 1971",0.00520000000000032,0.00260000000000105,0.025341130604299,"cf",0,"rolˀal_cf",68.186,"lˀ | cf","olˀa","F"
"lˀ","rolˀal","cf","F 1971",0.0066999999999986,0.00854999999999961,0.0833333333333304,"cf",0.00520000000000032,"rolˀal_cf",67.594,"lˀ | cf","olˀa","F"
"lˀ","rolˀal","cf","F 1971",0.00660000000000061,0.0152000000000001,0.148148148148151,"cf",0.0118999999999989,"rolˀal_cf",66.7366,"lˀ | cf","olˀa","F"
"lˀ","rolˀal","cf","F 1971",0.00660000000000061,0.0217999999999989,0.212475633528257,"cf",0.0184999999999995,"rolˀal_cf",65.8785,"lˀ | cf","olˀa","F"
"lˀ","rolˀal","cf","F 1971",0.00680000000000014,0.0285000000000011,0.277777777777791,"cf",0.0251000000000001,"rolˀal_cf",64.9705,"lˀ | cf","olˀa","F"
"lˀ","rolˀal","cf","F 1971",0.00689999999999991,0.0353500000000011,0.344541910331398,"cf",0.0319000000000003,"rolˀal_cf",64.0444,"lˀ | cf","olˀa","F"
"lˀ","rolˀal","cf","F 1971",0.00750000000000028,0.0425500000000003,0.414717348927883,"cf",0.0388000000000002,"rolˀal_cf",63.4463,"lˀ | cf","olˀa","F"
"lˀ","rolˀal","cf","F 1971",0.00789999999999935,0.0502500000000001,0.489766081871351,"cf",0.0463000000000005,"rolˀal_cf",62.9917,"lˀ | cf","olˀa","F"
"lˀ","rolˀal","cf","F 1971",0.00820000000000043,0.0582999999999991,0.568226120857697,"cf",0.0541999999999998,"rolˀal_cf",63.3951,"lˀ | cf","olˀa","F"
"lˀ","rolˀal","cf","F 1971",0.00819999999999865,0.0664999999999996,0.648148148148151,"cf",0.0624000000000002,"rolˀal_cf",64.3876,"lˀ | cf","olˀa","F"
"lˀ","rolˀal","cf","F 1971",0.00730000000000075,0.0742499999999993,0.723684210526316,"cf",0.0705999999999989,"rolˀal_cf",65.7421,"lˀ | cf","olˀa","F"
"lˀ","rolˀal","cf","F 1971",0.00680000000000014,0.0812999999999988,0.79239766081871,"cf",0.0778999999999996,"rolˀal_cf",67.2097,"lˀ | cf","olˀa","F"
"lˀ","rolˀal","cf","F 1971",0.00650000000000084,0.0879499999999993,0.857212475633531,"cf",0.0846999999999998,"rolˀal_cf",68.3359,"lˀ | cf","olˀa","F"
"lˀ","rolˀal","cf","F 1971",0.0063999999999993,0.0944000000000003,0.920077972709564,"cf",0.0912000000000006,"rolˀal_cf",69.0497,"lˀ | cf","olˀa","F"
"lˀ","rolˀal","cf","F 1971",0.00499999999999901,0.100099999999999,0.975633528265112,"cf",0.0975999999999999,"rolˀal_cf",69.6603,"lˀ | cf","olˀa","F"
"lˀ","rolˀal","cf","F 1971",0.00499999999999901,0.102599999999999,1,"cf",0.102599999999999,"rolˀal_cf",69.6603,"lˀ | cf","olˀa","F"
"lˀ","relˀa","1","F 1971",0.00200000000000244,0,0,"word",0,"relˀa_1",68.3112,"lˀ | word","elˀa","F"
"lˀ","relˀa","1","F 1971",0.00200000000000244,0.00100000000000122,0.00746268656717328,"word",0,"relˀa_1",68.3112,"lˀ | word","elˀa","F"
"lˀ","relˀa","1","F 1971",0.00689999999999813,0.00544999999999973,0.0406716417910427,"word",0.00200000000000244,"relˀa_1",67.6231,"lˀ | word","elˀa","F"
"lˀ","relˀa","1","F 1971",0.00700000000000145,0.0124000000000031,0.0925373134328585,"word",0.00890000000000057,"relˀa_1",66.238,"lˀ | word","elˀa","F"
"lˀ","relˀa","1","F 1971",0.00689999999999813,0.0193499999999993,0.144402985074621,"word",0.015900000000002,"relˀa_1",64.4325,"lˀ | word","elˀa","F"
"lˀ","relˀa","1","F 1971",0.00730000000000075,0.0264500000000005,0.197388059701496,"word",0.0228000000000002,"relˀa_1",62.7365,"lˀ | word","elˀa","F"
"lˀ","relˀa","1","F 1971",0.00730000000000075,0.0337500000000013,0.2518656716418,"word",0.0301000000000009,"relˀa_1",61.579,"lˀ | word","elˀa","F"
"lˀ","relˀa","1","F 1971",0.00740000000000052,0.0411000000000037,0.306716417910474,"word",0.0374000000000017,"relˀa_1",60.5489,"lˀ | word","elˀa","F"
"lˀ","relˀa","1","F 1971",0.0069999999999979,0.0483000000000011,0.360447761194037,"word",0.0448000000000022,"relˀa_1",60.1446,"lˀ | word","elˀa","F"
"lˀ","relˀa","1","F 1971",0.013300000000001,0.0584500000000006,0.436194029850749,"word",0.0518000000000001,"relˀa_1",59.6062,"lˀ | word","elˀa","F"
"lˀ","relˀa","1","F 1971",0.0195000000000007,0.0748500000000014,0.558582089552248,"word",0.065100000000001,"relˀa_1",58.1211,"lˀ | word","elˀa","F"
"lˀ","relˀa","1","F 1971",0.0139999999999993,0.0916000000000032,0.683582089552261,"word",0.0846000000000018,"relˀa_1",58.2991,"lˀ | word","elˀa","F"
"lˀ","relˀa","1","F 1971",0.0156999999999989,0.106449999999999,0.794402985074616,"word",0.0986000000000011,"relˀa_1",62.9993,"lˀ | word","elˀa","F"
"lˀ","relˀa","1","F 1971",0.0132000000000012,0.120900000000002,0.902238805970165,"word",0.1143,"relˀa_1",68.1823,"lˀ | word","elˀa","F"
"lˀ","relˀa","1","F 1971",0.00649999999999906,0.130750000000003,0.975746268656733,"word",0.127500000000001,"relˀa_1",70.3579,"lˀ | word","elˀa","F"
"lˀ","relˀa","1","F 1971",0.00649999999999906,0.134,1,"word",0.134,"relˀa_1",70.3579,"lˀ | word","elˀa","F"
"lˀ","relˀa","2","F 1971",0.000499999999998835,0,0,"word",0,"relˀa_2",62.9488,"lˀ | word","elˀa","F"
